batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
3.1.0,0.000000,3406.001000,340.600100,3406.001000,3396.001000,289.576750,2895.767500,2885.767500,15,0,30,30,0,0,30,0,0.888120,1.005429,1.000000,300.000000,40665.017000,0.000000,0.000000,0.000000,0.000000
